,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
19697,2013-10-13 14:17:28,2,3,66,260,19022,1261.0297,548757,0,0,9,2013-10-24,2013-10-25,2,0,1,960,1,1,1,2,50,525,15
93989,2014-10-27 07:51:20,2,3,66,351,24374,1970.0233,770253,1,0,0,2014-12-26,2014-12-31,2,0,1,24374,6,0,1,2,50,627,73
237061,2014-10-15 13:58:25,18,2,119,0,27731,,1165056,0,1,9,2015-01-09,2015-01-12,1,0,1,8822,1,0,2,3,130,91,59
61808,2014-10-29 10:46:41,2,3,66,351,7929,2042.3419,672380,0,0,9,2014-12-11,2014-12-15,2,0,1,8279,1,0,1,2,50,1230,68
438033,2014-10-23 15:06:54,2,3,66,467,50848,,578009,0,0,9,2014-11-02,2014-11-05,1,0,1,8279,1,0,1,2,50,1230,70
614199,2013-10-25 22:23:06,2,3,3,50,33542,,1077152,0,0,9,2013-11-01,2013-11-05,2,0,1,8256,1,1,1,3,82,230,11
4781,2014-10-11 21:44:17,37,1,69,912,11121,,500860,0,1,9,2014-12-07,2014-12-18,1,0,1,8976,1,0,2,4,52,202,44
339559,2014-10-08 12:27:07,2,3,215,646,51733,1287.9029,264500,0,0,9,2014-10-28,2014-10-31,1,0,1,12226,6,0,1,2,50,701,68
567392,2014-10-17 11:14:45,2,3,66,174,52276,5332.7656,952188,0,1,9,2014-12-27,2015-01-01,2,0,1,14907,1,0,5,0,87,58,27
224857,2014-10-09 09:15:59,2,3,66,220,2086,1036.9608,1137474,0,0,9,2014-12-15,2014-12-19,1,0,1,12839,5,0,2,4,51,1509,16
131242,2013-10-30 14:29:53,2,3,66,153,20706,2286.8546,881835,0,0,9,2014-05-27,2014-05-30,2,0,1,17896,4,0,1,2,50,689,77
74892,2013-10-30 22:27:13,33,2,194,38,42328,,707324,0,1,1,2013-12-13,2013-12-13,4,1,1,8220,1,0,1,3,182,46,59
5383,2013-10-25 19:43:14,2,3,66,226,25300,245.7282,502308,1,0,0,2013-10-25,2013-10-27,2,0,1,8793,1,0,1,2,50,677,16
626171,2014-10-24 10:52:32,11,3,66,220,45599,1258.4463,1115171,1,1,1,2015-02-07,2015-02-14,2,0,1,12057,1,0,1,4,146,1517,59
535515,2013-10-06 20:15:49,11,3,205,135,36086,1035.1268,864075,0,0,0,2013-11-10,2013-11-12,2,0,1,12206,6,0,1,2,50,628,24
359969,2013-10-23 15:01:19,2,3,66,318,48382,9.0102,328573,1,0,1,2013-11-29,2013-11-30,2,0,1,13006,4,0,1,2,50,641,6
507916,2013-10-21 09:54:44,2,3,66,352,5807,106.001,777870,0,0,9,2013-10-25,2013-10-27,2,0,1,26604,6,0,1,2,50,550,37
137073,2014-10-26 15:53:41,18,2,119,0,27731,,898779,0,0,3,2015-04-23,2015-04-26,2,0,1,55152,6,0,1,3,182,52,36
546172,2014-10-14 09:22:01,2,3,48,23,4074,,892527,0,0,2,2014-12-06,2014-12-10,2,0,1,8250,1,0,1,2,50,628,54
41283,2013-10-04 03:30:12,2,3,66,335,31206,765.9522,619552,0,1,9,2013-12-26,2013-12-29,3,0,1,11319,1,0,1,2,50,681,15
234132,2013-10-14 13:38:30,2,3,66,348,30038,,1158728,0,0,9,2013-10-15,2013-10-16,2,2,1,15991,5,0,1,2,50,631,40
592683,2013-10-16 11:05:41,11,3,205,385,46963,2545.7038,1021679,0,0,3,2013-11-09,2013-11-10,2,1,1,22648,6,0,1,4,13,101,82
561179,2014-10-23 03:22:04,2,3,28,154,34719,,931071,1,0,0,2014-10-25,2014-10-26,2,0,1,46375,1,0,1,5,147,143,81
318006,2013-10-02 19:34:16,2,3,66,153,25263,328.6694,205466,0,0,9,2013-10-05,2013-10-06,2,0,1,12285,5,0,1,2,50,648,48
35960,2014-10-06 10:48:52,2,3,66,220,1437,949.8999,602875,0,0,9,2014-10-15,2014-10-17,4,0,4,13409,4,0,1,2,50,675,77
175039,2014-10-06 14:47:41,37,1,69,1003,52624,,1004556,0,1,0,2015-01-06,2015-01-10,2,0,1,8819,1,0,1,3,168,1242,64
100269,2014-10-31 16:55:02,2,3,66,174,48479,396.2203,788272,0,0,9,2014-12-24,2014-12-28,4,0,2,44241,8,0,2,2,50,628,45
236914,2014-10-03 15:53:25,2,3,66,184,26602,109.2946,1165046,0,0,1,2014-10-03,2014-10-05,1,0,1,8830,1,0,2,2,50,650,84
150713,2014-10-25 17:10:53,2,3,66,325,23534,98.0034,933707,0,0,2,2014-10-27,2014-10-29,1,0,1,666,1,1,1,2,50,1656,32
132741,2013-10-04 10:31:16,2,3,66,314,46889,3790.3125,885478,0,1,9,2013-12-27,2014-01-03,2,1,1,8745,1,0,1,6,204,1614,82
429791,2014-10-12 15:11:12,8,4,77,824,15015,7537.8084,1127056,0,0,9,2015-06-29,2015-06-30,3,1,1,9145,1,0,1,2,50,364,48
598181,2014-10-25 17:45:43,2,3,66,254,45890,248.2617,393244,0,0,9,2014-11-14,2014-11-16,1,0,1,27773,6,0,1,2,50,1335,83
491705,2014-10-11 12:02:42,2,3,66,337,42138,,97391,0,0,0,2014-12-23,2014-12-29,2,2,1,35488,4,0,1,2,50,713,90
416372,2014-10-04 12:26:46,2,3,66,174,2185,6902.9871,1088340,1,0,9,2014-11-27,2014-11-29,1,2,1,268,1,1,1,3,99,1033,64
146059,2014-10-02 14:11:55,2,3,66,220,3781,681.2466,338562,0,0,3,2015-04-27,2015-05-02,2,0,1,11938,1,0,1,4,8,126,37
264389,2014-10-11 02:53:45,2,3,29,194,28215,,676401,0,0,8,2014-11-13,2014-11-22,1,0,1,12567,5,0,5,6,22,245,81
230838,2013-10-25 18:55:14,2,3,66,174,9890,77.8084,583206,0,0,1,2013-10-26,2013-10-27,2,0,1,14797,1,0,2,2,50,369,94
99773,2014-10-02 14:05:02,2,3,66,149,2291,,208698,0,0,9,2014-10-31,2014-11-02,2,0,1,26790,6,0,1,2,50,1027,7
206885,2014-10-22 20:25:12,2,3,66,174,16634,7014.1316,508542,0,0,0,2014-11-15,2014-11-18,2,0,1,20404,6,0,2,3,82,230,51
238667,2014-10-10 05:35:25,2,3,66,174,6844,2260.0962,602921,0,0,9,2014-12-08,2014-12-10,2,0,1,12225,6,0,3,2,50,701,21
84191,2014-10-28 22:15:15,37,1,69,642,19684,,164516,0,0,4,2015-04-03,2015-04-06,2,0,1,21961,6,0,1,6,68,275,16
364084,2013-10-04 17:27:05,11,3,205,135,27655,1206.9686,945116,0,1,0,2013-11-13,2013-11-16,2,0,1,8250,1,0,1,2,50,628,24
628080,2013-10-29 19:40:11,34,3,205,411,50761,271.3621,475020,0,0,9,2013-10-31,2013-11-01,2,1,1,1886,1,0,3,2,198,789,47
29378,2014-10-30 20:10:09,24,2,126,459,30645,,14354,1,0,1,2014-10-31,2014-11-01,2,0,1,20220,6,0,1,3,182,46,57
430566,2014-10-14 19:24:01,2,3,66,318,13543,82.9247,1129704,0,0,2,2014-10-31,2014-11-02,2,0,1,27042,6,0,1,2,50,508,48
206246,2013-10-25 12:18:58,2,3,66,288,35772,,506951,0,1,9,2014-07-13,2014-07-20,2,0,1,8824,1,0,3,4,8,118,92
586069,2013-10-04 05:51:37,2,3,66,288,19207,991.7928,354501,0,0,9,2013-11-29,2013-12-02,1,0,1,8250,1,0,2,2,50,628,1
500722,2014-10-06 11:19:12,2,3,66,363,53873,2165.2078,125004,0,1,0,2015-04-12,2015-04-16,2,0,1,8250,1,0,1,2,50,628,10
289525,2014-10-19 12:04:36,2,3,66,442,23258,291.9724,747016,0,0,9,2014-10-22,2014-10-23,3,0,1,619,3,0,1,2,50,859,23
299603,2014-10-01 21:52:59,2,3,66,174,39877,5983.5647,772502,0,0,3,2014-11-18,2014-11-21,2,0,1,21836,6,0,1,6,46,799,67
319005,2014-10-11 17:07:20,11,3,205,135,1392,2635.5382,827603,0,1,4,2015-06-09,2015-06-16,2,0,1,8791,1,0,1,4,8,110,87
622449,2013-10-09 22:18:25,2,3,66,392,25778,152.1797,462137,0,0,0,2013-10-26,2013-10-27,4,0,1,12233,6,0,2,2,50,675,56
338706,2013-10-08 02:10:19,37,1,69,682,39774,,881563,1,1,4,2013-10-08,2013-10-11,2,0,1,8817,1,0,1,6,77,132,38
265576,2014-10-31 11:49:55,2,3,66,442,76,180.575,679781,0,0,8,2014-11-30,2014-12-03,2,2,1,8218,1,0,1,2,50,743,13
545439,2014-10-04 16:51:59,15,1,55,356,38330,,234161,0,1,0,2014-11-08,2014-11-11,2,2,1,8808,1,0,1,6,169,28,61
134886,2014-10-24 09:05:29,2,3,66,220,11496,95.8253,304217,0,0,1,2014-11-01,2014-11-02,2,0,1,26491,6,0,1,2,50,685,16
242704,2014-10-05 18:44:57,2,3,66,324,23651,5075.5824,613541,1,1,9,2014-12-05,2014-12-12,2,0,1,8740,1,0,1,6,105,12,97
36767,2014-10-02 21:00:37,24,2,3,48,29351,,35057,0,0,1,2015-01-01,2015-01-04,2,0,1,921,1,0,1,3,151,70,58
407273,2014-10-16 15:07:39,2,3,66,174,620,10.1236,1064787,0,0,9,2014-10-26,2014-10-27,1,0,1,8254,1,0,1,2,50,365,70
386570,2013-10-20 17:37:57,28,1,68,301,31699,,1012426,0,1,2,2013-11-29,2013-12-02,1,0,1,8746,1,0,1,6,105,29,9
425347,2014-10-04 09:02:08,2,3,66,258,13134,419.2379,1115822,0,1,9,2014-10-24,2014-10-26,1,1,1,11337,1,0,1,2,50,697,77
149836,2014-10-21 09:52:00,2,3,66,331,54953,4093.3308,348511,0,0,9,2014-10-30,2014-11-02,2,0,1,8255,1,0,1,6,77,20,85
416865,2014-10-12 00:13:02,46,2,167,47,3824,,1089386,0,1,9,2015-01-13,2015-01-15,2,0,1,8242,1,0,1,3,171,61,99
143790,2013-10-12 22:32:52,37,1,69,612,3062,,330448,0,0,9,2013-10-19,2013-10-20,2,1,1,23484,6,0,2,6,70,19,25
483219,2013-10-15 09:55:35,2,3,66,356,22202,2441.2813,70164,0,0,2,2013-11-01,2013-11-05,2,0,1,8267,1,0,1,2,50,675,56
364610,2014-10-06 08:30:43,13,1,46,172,27834,5069.0183,946833,1,0,3,2015-08-19,2015-08-21,2,0,1,14984,1,0,1,2,50,1457,91
296621,2014-10-06 09:25:29,2,3,66,174,3531,945.264,766948,1,0,2,2014-11-20,2014-11-23,2,0,1,8281,1,0,1,2,50,663,33
470873,2014-10-10 09:33:45,13,1,46,172,56153,7286.4185,34560,0,0,5,2014-11-08,2014-11-09,1,0,1,24053,1,0,1,0,114,1113,30
222504,2014-10-08 11:55:47,2,3,66,260,19022,1339.5116,555707,0,1,7,2014-12-06,2014-12-13,2,0,1,11938,1,0,4,4,8,126,44
463911,2014-10-15 21:18:41,2,3,66,447,17734,2002.8535,10402,0,1,2,2015-06-05,2015-06-12,2,2,2,11938,1,0,1,4,8,126,92
137350,2014-10-09 10:29:16,30,4,195,597,51774,,310799,0,0,5,2014-11-02,2014-11-04,1,0,1,8246,1,0,1,3,5,65,82
314406,2014-10-16 19:14:17,2,3,66,288,33606,,814004,0,1,9,2014-12-30,2015-01-05,5,0,2,8825,3,0,1,4,8,111,87
157039,2014-10-08 21:03:27,2,3,66,471,51898,290.9886,370565,0,0,1,2014-10-12,2014-10-13,4,0,2,11939,1,0,1,2,50,694,72
151090,2013-10-08 14:12:48,2,3,59,404,51123,,353147,0,1,9,2013-10-12,2013-10-16,2,0,1,8245,1,0,1,6,22,245,46
386866,2014-10-22 07:21:18,2,3,66,337,3591,43.3591,1013037,0,0,9,2014-10-22,2014-10-23,1,0,1,7635,3,0,1,2,50,675,3
164825,2013-10-19 08:11:32,2,3,66,174,45042,2329.4777,393086,0,0,2,2013-11-14,2013-11-16,2,0,1,8260,1,0,1,2,50,701,83
388003,2013-10-08 15:30:57,30,4,195,843,11913,,1016127,0,0,5,2013-10-15,2013-10-16,1,1,1,9524,1,1,1,2,50,561,48
428440,2013-10-09 14:03:42,17,1,133,20,35423,,1124276,0,0,5,2013-10-19,2013-10-20,1,0,1,22503,6,0,1,6,204,1780,29
255315,2013-10-23 10:29:14,11,3,205,354,9284,,650878,0,0,9,2013-10-25,2013-10-27,2,0,2,25487,6,0,1,2,50,589,91
183899,2014-10-21 19:23:01,24,2,3,50,5703,,443783,0,0,2,2014-11-30,2014-12-01,1,0,1,22260,6,0,2,0,34,1396,39
566876,2014-10-30 17:08:20,13,1,46,347,38786,608.4501,288375,0,0,9,2015-01-14,2015-01-15,1,0,1,8790,1,0,1,6,199,5,29
285197,2013-10-13 00:08:49,15,1,91,45,28337,,732204,0,0,9,2013-12-30,2014-01-04,2,1,1,14384,6,0,1,6,204,158,94
505484,2013-10-01 05:56:36,2,3,0,252,23399,,135779,0,0,9,2013-10-06,2013-10-08,2,0,1,8267,1,0,1,2,50,675,98
32177,2014-10-18 18:52:18,34,3,205,411,54864,3467.802,23075,0,0,9,2015-01-13,2015-01-17,2,0,1,8857,1,0,1,2,50,214,34
606797,2013-10-16 18:11:29,2,3,66,220,35388,4598.2873,423706,1,1,9,2013-11-01,2013-11-03,2,0,1,8224,1,0,1,6,135,278,64
83900,2014-10-18 22:27:51,2,3,66,174,17494,389.5441,163806,0,0,1,2015-01-30,2015-02-01,1,0,1,8250,1,0,1,2,50,628,79
236835,2014-10-23 19:11:49,8,4,149,290,33116,,600180,0,0,9,2015-02-05,2015-02-07,2,0,1,20463,6,0,1,3,82,228,62
16080,2013-10-24 09:04:24,2,3,66,462,49272,2097.7446,1164814,0,0,9,2013-11-01,2013-11-02,1,0,1,44269,8,0,3,2,50,411,83
470088,2014-10-29 04:52:46,2,3,68,335,35892,,31279,0,0,9,2014-11-03,2014-11-06,1,0,1,12813,5,1,1,2,50,412,16
118893,2014-10-09 14:26:46,2,3,69,695,35712,,256248,0,0,9,2014-10-11,2014-10-12,2,0,1,23508,6,0,1,6,70,19,29
406529,2013-10-21 12:07:49,2,3,179,410,16634,,1061249,0,0,3,2013-10-31,2013-11-01,2,0,1,23078,6,0,1,4,25,1530,30
99156,2014-10-22 20:07:24,2,3,66,318,49966,1755.0928,206660,0,1,8,2014-12-26,2014-12-31,3,0,1,8250,1,0,1,2,50,628,24
341279,2013-11-05 04:52:59,2,3,235,13,53632,,1177345,0,0,9,2013-12-28,2014-01-10,3,2,1,17584,6,0,1,2,50,682,71
357883,2014-11-23 00:45:53,2,3,66,448,40971,,62698,0,0,9,2015-01-19,2015-01-23,4,0,2,11271,3,0,3,3,82,231,62
43531,2014-11-14 18:52:17,2,3,66,258,45451,,163071,0,0,9,2014-12-08,2014-12-11,2,0,1,16864,5,0,2,4,163,1503,65
97166,2014-11-08 16:10:05,2,3,66,174,2141,99.0905,380374,0,0,9,2014-11-08,2014-11-09,2,0,1,8279,1,0,1,2,50,1230,91
370092,2013-11-21 10:26:17,29,1,52,40,29080,,103740,0,1,5,2014-04-11,2014-04-20,4,0,2,8278,1,0,2,2,50,368,0
314623,2013-11-28 10:13:51,2,3,66,337,30790,,1098179,0,1,9,2014-05-05,2014-05-11,1,0,1,20561,1,0,1,6,180,1518,80
62415,2014-11-01 18:54:23,33,2,194,38,42328,,216683,0,0,3,2014-12-20,2014-12-23,2,2,1,12245,6,0,1,6,204,27,8
35847,2014-11-17 15:00:07,24,2,3,64,3169,,139259,0,0,0,2014-11-29,2014-12-06,2,0,2,8806,1,0,1,6,105,22,11
72010,2014-11-22 20:18:18,2,3,66,174,23663,207.9743,280584,0,0,9,2014-11-28,2014-12-01,2,0,1,8250,1,0,1,2,50,628,23
232747,2013-11-28 09:10:29,2,3,66,442,35390,5029.6214,850087,1,0,9,2013-12-21,2013-12-25,2,0,1,8745,1,0,1,6,204,27,2
113011,2014-11-15 18:24:51,2,3,182,416,32100,4782.9533,428137,0,0,9,2014-12-08,2014-12-15,3,0,1,7635,3,0,2,2,50,675,56
136881,2014-11-19 23:44:07,37,1,69,910,43113,,529715,0,0,4,2015-09-01,2015-09-05,2,0,1,8242,1,1,1,3,171,61,37
231301,2014-11-27 18:30:20,46,2,167,47,24709,,845484,1,1,2,2014-12-15,2014-12-17,1,0,1,12355,5,0,1,3,151,1486,61
124447,2013-11-07 12:58:27,23,1,46,171,48664,856.5614,465849,0,1,1,2013-11-22,2013-11-24,2,0,1,8255,1,0,1,6,77,20,64
392997,2014-11-01 23:14:41,2,3,66,174,9351,2480.0154,166747,0,1,9,2014-12-26,2015-01-02,1,0,1,11942,1,0,1,4,193,99,53
269852,2014-11-19 09:15:20,2,3,182,393,11124,5106.8243,974914,0,0,9,2014-12-11,2014-12-12,2,0,2,12942,5,1,1,2,198,384,95
185224,2014-11-25 21:51:59,2,3,66,220,33119,22.1538,675469,0,0,9,2014-11-28,2014-11-29,2,0,1,11353,1,0,1,2,50,699,31
380555,2014-11-27 15:25:47,18,2,119,0,27731,,133080,0,0,2,2015-02-06,2015-02-08,1,0,1,8822,1,0,1,3,130,91,12
600528,2014-11-04 10:04:07,2,3,66,174,25165,250.9891,848209,0,0,0,2014-11-26,2014-11-30,3,1,1,8278,1,0,1,2,50,368,98
474443,2014-11-13 18:18:48,2,3,66,311,30031,1682.3323,438298,0,0,9,2015-01-01,2015-01-02,2,1,1,12839,5,0,2,4,51,1509,4
520988,2014-11-23 22:12:34,18,2,119,0,27731,,597239,0,0,9,2014-12-12,2014-12-15,2,0,1,20227,1,0,1,3,182,62,78
77800,2014-11-24 10:19:54,2,3,66,174,27251,679.4634,314866,0,0,9,2014-12-22,2014-12-24,2,0,1,8281,1,0,1,2,50,663,68
179538,2014-11-24 20:24:23,2,3,66,174,54108,1201.7411,663612,0,0,9,2014-12-20,2014-12-28,3,0,1,8810,1,0,1,4,8,1532,61
434876,2014-11-23 19:07:41,2,3,66,348,7463,139.9143,328422,0,0,3,2014-12-05,2014-12-07,2,0,1,24538,1,0,3,2,50,516,15
478033,2014-11-16 16:05:50,11,3,205,155,26065,8084.9606,447167,0,0,3,2014-12-14,2014-12-17,2,0,1,11815,1,0,1,3,5,44,36
337360,2014-11-19 15:41:08,2,3,66,174,17468,1472.4218,1158699,0,0,0,2014-11-26,2014-12-02,2,0,1,8277,1,0,1,2,50,412,16
294903,2014-11-27 17:31:09,28,1,68,335,12272,,1042226,0,0,5,2015-06-17,2015-06-21,1,0,1,20561,1,0,1,6,180,1518,20
545887,2014-11-24 13:17:15,18,2,119,0,27731,,659440,0,0,9,2014-12-15,2014-12-18,2,0,1,8282,1,0,1,3,126,232,59
122903,2014-11-18 08:37:41,2,3,66,435,47480,175.5373,461223,0,0,3,2014-12-05,2014-12-06,2,0,1,11321,1,0,1,2,50,642,48
169475,2014-11-30 14:46:25,13,1,46,172,46253,384.3651,636011,0,1,9,2015-07-05,2015-07-08,1,0,1,23856,1,0,2,6,105,889,61
235491,2014-11-26 23:09:10,2,3,66,174,35284,,860483,0,0,2,2015-04-20,2015-04-28,2,0,1,12643,5,0,1,6,77,20,64
197799,2014-11-29 19:56:50,11,3,205,155,8613,60.4925,727321,0,0,5,2014-12-24,2014-12-25,2,1,1,26428,6,0,3,2,198,402,8
444441,2014-11-04 09:47:33,2,3,66,258,20311,,359311,1,0,9,2014-11-15,2014-11-16,2,0,1,17823,1,0,1,6,105,770,15
529524,2014-11-08 17:29:03,2,3,66,352,5807,2288.2952,615124,1,1,9,2015-08-27,2015-09-02,2,0,1,11334,1,0,3,4,96,201,52
628021,2014-11-17 17:33:22,2,3,66,348,1949,,916029,1,0,3,2014-11-22,2014-11-23,2,0,1,25779,6,1,1,2,50,901,91
428024,2013-11-27 12:22:01,2,3,66,321,47535,1297.4244,306873,0,0,9,2013-12-12,2013-12-14,1,0,1,8250,1,0,1,2,50,628,24
197024,2014-11-30 20:22:33,2,3,66,318,36259,1242.3711,723619,1,0,9,2014-12-04,2014-12-05,1,0,1,23794,1,0,1,2,50,477,43
206052,2013-11-27 18:54:11,25,2,23,48,4924,,764880,0,0,1,2014-03-16,2014-03-18,2,1,1,8746,1,0,1,6,105,29,82
515026,2013-11-08 15:25:21,11,3,205,135,53199,,579696,0,0,9,2013-11-09,2013-11-10,4,2,2,8798,1,0,1,2,198,374,48
468302,2013-11-04 13:14:53,2,3,66,311,18578,,421955,0,1,9,2014-01-17,2014-01-20,2,0,1,17886,1,0,3,6,70,303,38
22923,2014-11-10 14:13:15,2,3,206,169,40251,,99184,0,0,9,2015-01-01,2015-01-04,1,0,1,27211,1,0,1,6,105,1409,25
131479,2014-11-11 10:29:11,11,3,205,354,10837,3606.3218,508309,0,0,5,2015-10-01,2015-10-02,2,0,1,8255,1,1,1,6,77,20,29
380556,2014-11-27 15:26:21,18,2,119,0,27731,,133080,0,0,2,2015-02-06,2015-02-08,1,0,1,8822,1,0,1,3,130,91,48
355490,2014-11-02 18:20:45,37,1,69,657,51077,,52709,0,1,2,2015-03-05,2015-03-12,0,0,1,20147,1,0,1,6,111,244,46
497544,2014-11-12 10:21:30,2,3,66,348,48862,1172.5511,513392,0,1,9,2014-11-25,2014-11-29,2,0,1,8266,1,0,1,2,50,411,95
236264,2013-11-17 12:49:02,2,3,66,351,21728,,863477,0,0,9,2013-12-21,2013-12-23,1,0,1,41548,1,0,1,2,198,403,77
358110,2014-11-23 05:52:54,2,3,66,174,23848,214.2413,63706,0,0,0,2014-11-26,2014-11-29,2,0,1,8250,1,0,1,2,50,628,79
95954,2014-11-21 11:24:45,2,3,66,189,6874,1267.6415,375825,0,1,9,2014-12-22,2014-12-26,2,1,1,8266,1,0,1,2,50,411,95
149206,2014-11-09 01:22:47,33,2,194,38,42328,,572765,0,1,0,2014-12-09,2014-12-15,2,0,1,8242,1,0,2,3,171,61,49
10947,2014-11-15 13:10:11,2,3,66,348,48862,0.1382,61115,0,0,9,2014-11-27,2014-12-01,2,0,1,8267,1,0,1,2,50,675,70
580406,2014-11-07 18:55:40,2,3,66,471,4757,,787873,0,0,0,2014-11-17,2014-11-21,3,0,2,11353,1,0,1,2,50,699,26
530951,2014-11-29 19:31:13,30,4,195,548,24244,,619820,0,0,9,2014-12-19,2014-12-22,1,0,1,12269,6,0,1,2,50,1230,50
434632,2014-11-18 13:16:37,2,3,66,174,30495,82.0746,327870,0,0,9,2014-11-21,2014-11-23,2,0,1,245,3,0,1,2,50,365,37
615801,2014-11-25 16:16:02,2,3,66,467,49202,1558.4907,885222,0,1,4,2014-11-26,2014-11-29,1,0,1,11938,1,0,1,4,8,126,26
474672,2014-11-18 13:38:28,2,3,154,535,35261,,438743,0,0,8,2015-02-02,2015-02-11,1,0,1,8815,1,1,1,4,196,2034,62
393831,2013-11-24 17:51:45,37,1,69,559,34969,,169063,0,1,1,2013-12-18,2013-12-22,4,0,2,33651,1,0,1,5,194,1528,58
504033,2013-11-16 04:07:12,2,3,66,174,18085,390.7471,540509,0,0,3,2013-11-30,2013-12-01,3,0,1,12269,6,0,1,2,50,1230,41
212892,2014-11-03 00:38:06,34,3,205,155,14703,991.9347,785431,0,1,9,2014-12-30,2015-01-02,2,0,1,8250,1,0,1,2,50,628,1
571587,2014-11-24 16:35:16,11,3,205,354,50446,1202.2926,752092,0,0,5,2014-12-26,2014-12-27,2,2,1,11353,1,0,5,2,50,699,23
420741,2013-11-04 11:59:38,2,3,66,356,4751,43.5621,275955,0,0,9,2013-11-29,2013-12-01,2,0,1,23597,1,0,1,2,50,660,91
49463,2014-11-16 20:07:43,37,1,69,695,35712,,1061583,0,1,9,2015-09-11,2015-09-18,3,1,1,8268,1,0,3,2,50,682,6
507095,2014-11-23 06:03:05,2,3,66,258,4687,180.0065,110478,0,0,9,2014-11-30,2014-12-01,1,0,1,600,1,0,1,2,50,1030,77
108202,2013-11-08 09:24:45,2,3,66,226,16923,248.2228,70924,0,0,9,2013-12-22,2013-12-28,2,0,1,8793,1,0,1,2,50,677,70
74640,2014-11-18 09:32:31,23,1,1,395,25679,4275.6318,1133519,0,0,5,2014-12-30,2015-01-04,2,2,1,7635,3,0,1,2,50,675,56
501813,2014-11-18 11:52:15,8,4,77,824,961,,93309,0,0,5,2015-01-02,2015-01-04,2,0,1,43235,1,0,1,0,63,1196,90
563211,2014-11-07 15:18:24,2,3,66,442,50124,1009.1812,273575,0,1,2,2014-12-29,2014-12-29,1,0,1,8791,1,0,1,4,8,110,66
78134,2014-11-26 17:17:12,2,3,231,81,31236,,1145282,0,0,9,2014-12-06,2014-12-09,2,0,1,8242,1,0,1,3,171,61,37
586436,2014-11-28 10:14:12,23,1,1,165,8841,5854.5803,352102,0,0,5,2015-08-15,2015-08-16,1,8,5,44976,1,0,1,2,50,1633,16
622776,2014-11-15 16:53:31,7,1,5,9,43175,,457013,0,1,9,2015-02-21,2015-02-28,2,0,1,55649,3,0,1,6,77,2,18
224079,2014-11-26 07:22:37,2,3,231,68,42296,,424785,0,0,1,2014-11-28,2014-11-29,2,0,1,651,1,0,1,3,99,1038,12
188615,2014-11-14 12:12:35,2,3,77,824,15015,4500.7555,314692,1,0,2,2014-12-03,2014-12-13,2,0,1,1725,1,0,1,3,182,1493,58
201704,2014-11-27 23:32:11,13,1,46,171,27173,1130.6881,363348,0,1,1,2015-03-31,2015-04-04,3,0,1,8821,1,0,3,6,17,30,46
349605,2013-11-29 16:57:09,2,3,66,246,49795,10.0264,841348,0,0,9,2013-12-05,2013-12-09,2,0,1,669,3,0,1,2,50,212,96
316562,2014-11-28 18:28:51,13,1,46,172,55437,3951.9985,731367,0,1,9,2015-03-14,2015-03-25,1,0,1,8267,1,0,1,2,50,676,51
281497,2014-11-18 07:02:07,2,3,66,174,52010,,618939,0,0,3,2014-12-23,2014-12-24,2,0,1,22402,1,0,1,3,104,64,67
290543,2013-11-04 13:56:50,2,3,231,81,24964,,650701,0,0,9,2013-11-05,2013-11-07,2,0,1,8242,1,0,1,3,171,61,59
218012,2013-11-27 08:30:32,2,3,66,220,53780,54.3572,406561,0,0,9,2013-11-29,2013-12-01,2,2,1,12238,6,0,1,2,50,682,89
355211,2013-11-14 08:09:18,2,3,66,333,3067,1275.0712,854892,0,0,9,2013-11-18,2013-11-20,3,0,3,12133,1,1,1,2,50,365,48
58481,2014-11-01 12:13:51,2,3,66,351,7929,1489.9048,1086213,0,0,9,2014-12-28,2015-01-02,2,0,1,8864,1,0,1,4,47,1508,31
302082,2014-11-14 16:54:12,2,3,66,403,39840,1842.7669,679239,0,0,3,2014-11-19,2014-11-24,3,0,1,8250,1,0,1,2,50,628,45
588471,2013-11-25 14:11:53,2,3,66,311,32862,1742.3236,355272,0,1,4,2014-02-28,2014-03-07,4,0,1,12188,6,0,1,4,8,110,87
267315,2014-11-22 05:11:25,2,3,66,348,48862,3585.2821,574156,0,0,9,2014-11-28,2014-11-30,2,0,1,8255,1,0,2,6,77,20,99
469348,2014-11-23 19:37:35,8,4,77,871,44715,4713.4154,1170269,0,0,3,2015-02-28,2015-03-09,2,0,1,8859,1,0,1,2,50,212,37
9966,2014-11-06 17:12:02,2,3,66,174,21942,2.9521,960692,1,0,2,2014-11-06,2014-11-07,2,0,1,5651,3,1,1,2,50,365,42
75773,2014-11-13 19:59:09,2,3,50,772,47681,,1137157,0,0,1,2014-11-29,2014-12-01,2,0,1,49027,4,0,1,3,182,79,36
388420,2013-11-17 17:21:18,2,3,66,318,2096,217.3509,954631,0,0,9,2013-12-20,2013-12-23,2,0,1,12732,5,0,1,2,50,637,19
439386,2014-11-20 12:50:43,2,3,66,288,19207,774.5534,1088165,0,0,9,2014-11-23,2014-11-25,1,0,1,44256,8,0,1,2,50,350,4
